GHCN,NAME,STATE,LATITUDE,LONGITUDE
USC00471847,COUDERAY 7 W,WI,45.8,-91.459
USW00014995,GRANTSBURG,WI,45.773,-92.689
USC00478027,SPOONER AG RESEARCH STATION,WI,45.824,-91.876
USC00475516,MINOCQUA,WI,45.886,-89.732
USC00479304,WINTER,WI,45.799,-90.995
USC00477092,REST LAKE,WI,46.122,-89.877
USC00473186,GORDON,WI,46.245,-91.805
USC00475286,MELLEN 4 NE,WI,46.369,-90.642
USC00473332,SAXON 1WSW,WI,46.486,-90.437
USC00472889,FOXBORO,WI,46.486,-92.287
USC00474953,MADELINE ISLAND,WI,46.778,-90.765
USW00024021,LANDER AIRPORT,WY,42.815,-108.726
USW00024018,CHEYENNE WSFO AP,WY,41.158,-104.808
USC00486555,MOUNTAIN VIEW,WY,41.266,-110.337
USC00483100,EVANSTON 1 E,WY,41.262,-110.945
USC00485435,LARAMIE 2 NW,WY,41.34,-105.606
USW00024022,LARAMIE AP,WY,41.316,-105.673
USC00481736,CHURCH BUTTES GAS PLANT,WY,41.397,-110.088
USC00484065,GREEN RIVER,WY,41.517,-109.47
USC00480761,BITTER CREEK 4 NE,WY,41.59,-108.509
USC00487200,PHILLIPS,WY,41.626,-104.494
USC00482995,ELK MOUNTAIN,WY,41.688,-106.414
USC00489459,WAMSUTTER,WY,41.672,-107.978
USC00481730,CHUGWATER,WY,41.759,-104.822
USC00488808,SYBILLE RESEARCH UNIT,WY,41.764,-105.375
USW00024057,RAWLINS AP,WY,41.806,-107.195
USC00486120,MEDICINE BOW,WY,41.897,-106.206
USC00489615,WHEATLAND 4 N,WY,42.111,-104.949
USC00480552,BATES CREEK NO 2,WY,42.623,-106.357
USC00480027,AFTON,WY,42.733,-110.922
USC00487260,PINEDALE,WY,42.875,-109.862
USC00487760,RIVERTON,WY,43.031,-108.374
USC00480865,BONDURANT,WY,43.209,-110.403
USC00487555,REDBIRD,WY,43.245,-104.288
USC00487115,PAVILLION,WY,43.246,-108.694
USC00481284,BURRIS,WY,43.366,-109.275
USC00482725,DULL CENTER 1SE,WY,43.412,-104.961
USC00486195,MIDWEST,WY,43.413,-106.277
USC00481000,BOYSEN DAM,WY,43.405,-108.163
USC00484910,JACKSON,WY,43.486,-110.762
USC00482715,DUBOIS,WY,43.54,-109.655
USC00480778,BLACK MOUNTAIN,WY,43.656,-107.737
USC00486428,MOOSE,WY,43.654,-110.717
USC00485055,KAYCEE,WY,43.714,-106.638
USC00488858,TENSLEEP 16SSE,WY,43.809,-107.362
USC00480140,ALTA 1 NNW,WY,43.773,-111.034
USC00486660,NEWCASTLE,WY,43.85,-104.189
USC00486440,MORAN 5WNW,WY,43.857,-110.589
USW00024062,WORLAND MUNICIPAL AP,WY,43.965,-107.95
USC00489770,WORLAND,WY,44.011,-107.968
USC00488852,TENSLEEP 4NE,WY,44.065,-107.382
USC00488758,SUNSHINE 3NE,WY,44.076,-108.955
USC00489205,UPTON,WY,44.093,-104.611
USC00482580,DILLINGER,WY,44.099,-105.118
USC00480740,BILLY CREEK,WY,44.124,-106.732
USC00488315,SNAKE RIVER,WY,44.136,-110.666
USC00483855,GILLETTE 4SE,WY,44.267,-105.449
USC00481165,BUFFALO,WY,44.347,-106.693
USC00480540,BASIN,WY,44.38,-108.035
USC00488705,SUNDANCE,WY,44.412,-104.357
USC00481850,CODY 12SE,WY,44.414,-108.901
USC00488124,SHELL,WY,44.535,-107.777
USC00483031,EMBLEM,WY,44.497,-108.391
USC00482466,DEVILS TOWER NO 2,WY,44.583,-104.715
USC00481816,CLEARMONT 5 SW,WY,44.578,-106.447
USC00485345,LAKE YELLOWSTONE,WY,44.562,-110.399
USC00489580,WESTON 1 E,WY,44.64,-105.301
USW00024029,SHERIDAN AIRPORT,WY,44.76,-106.974
USC00481220,BURGESS JUNCTION,WY,44.774,-107.522
USC00488160,SHERIDAN FIELD STATION,WY,44.84,-106.838
USC00485770,LOVELL,WY,44.838,-108.404
USC00485506,LEITER 9N,WY,44.85,-106.289
USC00482415,DEAVER,WY,44.892,-108.593
USC00489025,TOWER FALLS,WY,44.917,-110.42
USC00481775,CLARK 3NE,WY,44.937,-109.137
USC00489905,YELLOWSTONE PARK MAMMOTH,WY,44.977,-110.696
USC00481840,CODY,WY,44.502,-109.111
USW00024089,CASPER-NATRONA COUNTY AP,WY,42.898,-106.474
USW00024027,ROCK SPRINGS AP,WY,41.595,-109.053
USW00024131,BOISE AIR TERMINAL,ID,43.567,-116.241
USC00110338,AURORA,IL,41.78,-88.309
USC00116200,NORMAL 4NE,IL,40.549,-88.95
USC00118740,CHAMPAIGN 3S,IL,40.084,-88.24
USC00111577,CHICAGO MIDWAY AP 3SW,IL,41.737,-87.777
USC00115097,LISLE - MORTON ARBORETUM,IL,41.813,-88.073
USW00014842,GENERAL WAYNE A. DOWNING INTERNATIONAL AP,IL,40.667,-89.684
USW00094822,ROCKFORD GREATER ROCKFORD AP,IL,42.193,-89.093
USC00110442,BARRINGTON 3SW,IL,42.115,-88.164
USW00093822,SPRINGFIELD ABRAHAM LINCOLN CAPITAL AP,IL,39.845,-89.684
USC00120784,BLOOMINGTON INDIANA UNIV,IN,39.174,-86.521
USW00014827,FORT WAYNE INTL AP,IN,40.972,-85.206
USC00124272,INDIANAPOLIS SE SIDE,IN,39.716,-86.068
USW00014848,SOUTH BEND AP,IN,41.707,-86.316
USW00014990,CEDAR RAPIDS MUNICIPAL AP,IA,41.883,-91.725
USW00014923,MOLINE QUAD CITY INTL AP,IL,41.448,-90.524
USW00014933,DES MOINES INTL AP,IA,41.534,-93.653
USC00134101,IOWA CITY,IA,41.609,-91.505
USW00014943,SIOUX CITY AP,IA,42.392,-96.379
USC00144559,LAWRENCE,KS,38.958,-95.251
USW00013996,TOPEKA ASOS,KS,39.072,-95.626
USW00003928,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT,KS,37.648,-97.43
USC00045532,MERCED,CA,37.289,-120.516
USW00023258,MODESTO AP,CA,37.625,-120.955
USC00046074,NAPA STATE HOSPITAL,CA,38.278,-122.265
USW00093111,POINT MUGU NF,CA,34.124,-119.123
USC00046624,PALMDALE,CA,34.588,-118.094
USC00042805,ELSINORE,CA,33.686,-117.346
USC00044997,LIVERMORE,CA,37.682,-121.751
USC00049621,WHISKEYTOWN RESERVOIR,CA,40.612,-122.528
USC00047339,REDWOOD CITY,CA,37.477,-122.239
USC00047414,RICHMOND,CA,37.919,-122.377
USW00023233,SALINAS AP,CA,36.664,-121.609
USC00047306,REDLANDS,CA,34.037,-117.195
USW00023188,SAN DIEGO INTERNATIONAL AP,CA,32.734,-117.183
USW00023272,SAN FRANCISCO DOWNTOWN,CA,37.77,-122.427
USC00045123,LOS GATOS,CA,37.232,-121.959
USW00023234,SAN FRANCISCO INTERNATIONAL AP,CA,37.62,-122.366
USC00045915,MOUNT DIABLO JUNCTION,CA,37.879,-121.93
USC00047902,SANTA BARBARA,CA,34.417,-119.684
USW00023273,SANTA MARIA PUBLIC AP,CA,34.894,-120.452
USC00049152,U C L A,CA,34.07,-118.443
USC00047965,SANTA ROSA,CA,38.456,-122.713
USC00049785,WOODLAND HILLS PIERCE COLLEGE,CA,34.182,-118.574
USW00093134,LOS ANGELES DOWNTOWN/USC,CA,34.024,-118.291
USW00023237,STOCKTON AP,CA,37.89,-121.226
USW00023244,MOFFETT FEDERAL AIRFIELD,CA,37.406,-122.048
USC00048999,TRACY CARBONA,CA,37.682,-121.347
USC00049378,VISTA,CA,33.235,-117.232
USC00050848,BOULDER,CO,39.992,-105.267
USW00093037,COLORADO SPRINGS MUNICIPAL AP,CO,38.809,-104.689
USC00053005,FORT COLLINS,CO,40.576,-105.086
USC00053553,GREELEY UNC,CO,40.402,-104.699
USC00054452,KASSLER,CO,39.49,-105.095
USC00058839,WATERDALE,CO,40.426,-105.21
USW00093058,PUEBLO MEMORIAL AIRPORT,CO,38.289,-104.506
USW00023062,DENVER-CENTRAL PARK,CO,39.767,-104.869
USC00054762,LAKEWOOD,CO,39.749,-105.121
USW00094702,IGOR I SIKORSKY MEMORIAL AIRPORT,CT,41.164,-73.127
USC00061762,DANBURY,CT,41.4,-73.421
USW00014752,HARTFORD BRAINARD FIELD,CT,41.733,-72.65
USC00067970,STAMFORD 5 N,CT,41.125,-73.547
USW00013876,BIRMINGHAM AP,AL,33.565,-86.745
USW00013895,MONTGOMERY AP,AL,32.3,-86.407
USW00093806,TUSCALOOSA ARPT ASOS,AL,33.212,-87.616
USC00024977,LITCHFIELD PARK,AZ,33.499,-112.363
USW00023183,PHOENIX AIRPORT,AZ,33.428,-112.004
USC00029634,YOUNGTOWN,AZ,33.594,-112.301
USC00028499,TEMPE ASU,AZ,33.425,-111.922
USW00013964,FORT SMITH REGIONAL AP,AR,35.333,-94.365
USC00033734,JONESBORO 2 NE,AR,35.849,-90.659
USW00013963,LITTLE ROCK AP ADAMS FIELD,AR,34.727,-92.236
USC00046336,OAKLAND MUSEUM,CA,37.798,-122.264
USC00040232,ANTIOCH PUMPING PLANT #3,CA,37.983,-121.752
USW00023271,SACRAMENTO 5 ESE,CA,38.555,-121.418
USW00023155,BAKERSFIELD AP,CA,35.434,-119.055
USC00040693,BERKELEY,CA,37.874,-122.26
USC00046377,OCEANSIDE MARINA,CA,33.21,-117.395
USW00003122,TORRANCE AP,CA,33.802,-118.342
USC00047050,POMONA/FAIRPLEX,CA,34.082,-117.766
USC00041758,CHULA VISTA,CA,32.64,-117.086
USC00040136,ALPINE,CA,32.836,-116.777
USW00023232,SACRAMENTO AP ASOS,CA,38.507,-121.496
USC00047785,SAN GABRIEL FIRE DEPT,CA,34.084,-118.1
USC00042863,ESCONDIDO NO. 2,CA,33.121,-117.09
USC00042934,FAIRFIELD,CA,38.274,-122.068
USC00046144,NEWARK,CA,37.515,-122.032
USC00046719,PASADENA,CA,34.148,-118.145
USW00023230,OAKLAND INTERNATIONAL AIRPORT,CA,37.718,-122.233
USC00047813,SAN JACINTO,CA,33.797,-116.975
USC00049325,VICTORVILLE,CA,34.529,-117.293
USC00044259,INDIO FIRE STATION,CA,33.709,-116.215
USW00023174,LOS ANGELES INTL AP,CA,33.938,-118.387
USC00047888,SANTA ANA FIRE STATION,CA,33.744,-117.867
USC00046175,NEWPORT BEACH HARBOR,CA,33.603,-117.884
USW00023129,LONG BEACH DAUGHERTY AP,CA,33.812,-118.147
USW00003159,LANCASTER,CA,34.741,-118.213
USW00093820,LEXINGTON BLUEGRASS AP,KY,38.034,-84.611
USW00093821,LOUISVILLE INTL AP,KY,38.177,-85.731
USC00165620,LSU BEN-HUR FARM,LA,30.364,-91.167
USW00013976,LAFAYETTE REGIONAL AP,LA,30.199,-91.99
USW00003937,LAKE CHARLES REGIONAL AP,LA,30.126,-93.228
USW00012930,NEW ORLEANS AUDUBON,LA,29.917,-90.13
USW00013957,SHREVEPORT AP,LA,32.447,-93.824
USW00093721,BALTIMORE-WASHINGTON INTERNATIONAL AIRPORT,MD,39.173,-76.684
USC00180700,BELTSVILLE,MD,39.03,-76.931
USW00094746,WORCESTER,MA,42.271,-71.873
USC00200230,ANN ARBOR U OF MICH,MI,42.298,-83.664
USW00014826,FLINT FCWOS,MI,42.967,-83.75
USW00014836,LANSING CAPITAL CITY AP,MI,42.776,-84.6
USW00014804,MT. CLEMENS ANG BASE,MI,42.608,-82.818
USC00087982,SANFORD,FL,28.815,-81.278
USW00012835,FORT MYERS PAGE FIELD AP,FL,26.585,-81.861
USW00012816,GAINESVILLE REGIONAL AP,FL,29.692,-82.276
USW00093837,JACKSONVILLE NAS,FL,30.233,-81.667
USW00012839,MIAMI INTERNATIONAL AP,FL,25.788,-80.317
USC00083909,HIALEAH,FL,25.817,-80.286
USC00083163,FORT LAUDERDALE,FL,26.102,-80.201
USW00093805,TALLAHASSEE REGIONAL AP,FL,30.394,-84.351
USW00012842,TAMPA INTL AP,FL,27.963,-82.54
USW00012844,WEST PALM BEACH INTERNATIONAL AP,FL,26.685,-80.099
USW00013873,ATHENS BEN EPPS AP,GA,33.948,-83.327
USW00013874,ATLANTA HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,GA,33.63,-84.442
USW00003820,AUGUSTA BUSH FIELD AP,GA,33.365,-81.964
USW00093842,COLUMBUS METROPOLITAN AP,GA,32.516,-84.942
USW00003822,SAVANNAH INT'L AIRPORT,GA,32.131,-81.202
USC00283951,HIGHTSTOWN 2 W,NJ,40.266,-74.564
USW00023050,ALBUQUERQUE INTL AP,NM,35.042,-106.615
USC00298535,STATE UNIVERSITY,NM,32.282,-106.76
USW00014735,ALBANY INTERNATIONAL AIRPORT,NY,42.747,-73.799
USW00014733,BUFFALO NIAGARA INTL,NY,42.94,-78.736
USW00094745,WESTCHESTER CO AP,NY,41.062,-73.705
USW00094728,NY CITY CENTRAL PARK,NY,40.779,-73.969
USW00014768,ROCHESTER GREATER INT'L,NY,43.117,-77.675
USW00014771,SYRACUSE HANCOCK INTL AP,NY,43.111,-76.104
USW00014732,LAGUARDIA AIRPORT,NY,40.779,-73.88
USW00013872,ASHEVILLE,NC,35.595,-82.557
USW00013881,CHARLOTTE DOUGLAS AIRPORT,NC,35.223,-80.954
USC00311975,CONCORD,NC,35.414,-80.564
USW00013722,RALEIGH AP,NC,35.892,-78.782
USC00313017,FAYETTEVILLE (PWC),NC,35.059,-78.859
USC00313356,GASTONIA,NC,35.267,-81.144
USC00313638,GREENVILLE,NC,35.64,-77.398
USC00314063,HIGH POINT,NC,35.967,-79.971
USC00317079,RALEIGH STATE UNIV,NC,35.791,-78.699
USW00013748,WILMINGTON INT'L AIRPORT,NC,34.267,-77.9
USW00014914,FARGO HECTOR INTL AP,ND,46.924,-96.812
USW00093812,CINCINNATI MUNICIPAL AP LUNKEN FIELD,OH,39.106,-84.416
USW00014821,JOHN GLENN INTERNATIONAL AIRPORT,OH,39.991,-82.877
USC00332067,DAYTON MCD,OH,39.782,-84.19
USW00013733,LYNCHBURG REGIONAL AIRPORT,VA,37.321,-79.206
USW00013740,RICHMOND INTERNATIONAL AP,VA,37.512,-77.323
USW00013741,ROANOKE INTL AP,VA,37.317,-79.974
USC00448192,SUFFOLK LAKE KILBY,VA,36.73,-76.602
USW00013769,OCEANA NAS,VA,36.817,-76.033
USW00024217,BELLINGHAM INTL AP,WA,48.799,-122.541
USC00452675,EVERETT,WA,47.975,-122.195
USC00454154,KENNEWICK,WA,46.211,-119.101
USC00454169,KENT,WA,47.417,-122.243
USW00024233,SEATTLE TACOMA AIRPORT,WA,47.445,-122.314
USW00024157,SPOKANE INTL AP,WA,47.622,-117.528
USC00458773,VANCOUVER 4 NNE,WA,45.678,-122.651
USW00024243,YAKIMA AIRPORT,WA,46.564,-120.535
USC00470265,APPLETON,WI,44.277,-88.438
USW00014898,GREEN BAY A S INTL AP,WI,44.48,-88.137
USC00474174,KENOSHA WWTP,WI,42.561,-87.816
USC00470273,UW ARBORETUM - MADISON,WI,43.041,-89.429
USW00014839,MILWAUKEE MITCHELL AIRPORT,WI,42.955,-87.904
USC00476922,RACINE WWTP,WI,42.703,-87.786
USC00403280,FRANKLIN SEWAGE PLANT,TN,35.942,-86.868
USW00014820,CLEVELAND-HOPKINS INTL AP,OH,41.406,-81.852
USW00013967,OKLAHOMA CITY WILL ROGERS WORLD AP,OK,35.388,-97.6
USW00013968,TULSA INTL AIRPORT,OK,36.199,-95.878
USC00350694,BEND,OR,44.057,-121.285
USW00024221,EUGENE-MAHLON SWEET FIELD,OR,44.133,-123.216
USC00352997,FOREST GROVE,OR,45.525,-123.103
USW00024225,MEDFORD INTL AP,OR,42.375,-122.877
USC00356749,PORTLAND KGW-TV,OR,45.518,-122.689
USW00024232,SALEM AP (MCNARY FIELD),OR,44.905,-123.001
USW00014737,ALLENTOWN LEHIGH VALLEY INTERNATIONAL AIRPORT,PA,40.65,-75.448
USW00014860,ERIE INTL AP,PA,42.08,-80.182
USC00360785,BLUE MARSH LAKE,PA,40.38,-76.027
USW00014777,WILKES-BARRE/SCRANTON INTERNATIONAL AIRPORT,PA,41.333,-75.723
USW00013782,DOWNTOWN CHARLESTON,SC,32.775,-79.924
USC00381944,COLUMBIA UNIV OF SC,SC,33.992,-81.025
USC00388405,SULLIVANS ISLAND,SC,32.762,-79.857
USW00013880,CHARLESTON INTL. AIRPORT,SC,32.899,-80.041
USW00014944,SIOUX FALLS FOSS FIELD,SD,43.578,-96.754
USW00013882,CHATTANOOGA AP,TN,35.034,-85.2
USC00401790,CLARKSVILLE WWTP,TN,36.547,-87.335
USC00206658,PONTIAC WWTP,MI,42.639,-83.255
USW00014822,DETROIT CITY AP,MI,42.407,-83.009
USW00094847,DETROIT METRO AIRPORT,MI,42.231,-83.331
USW00094860,GRAND RAPIDS GERALD R FORD INTL AP,MI,42.882,-85.523
USW00014922,MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRPORT,MN,44.885,-93.231
USC00478349,SUPERIOR,WI,46.727,-92.072
USW00014925,ROCHESTER INTERNATIONAL AIRPORT,MN,43.904,-92.492
USC00218450,UNIVERSITY OF MN ST. PAUL,MN,44.99,-93.18
USW00003940,JACKSON INTL AP,MS,32.32,-90.078
USW00003945,COLUMBIA REGIONAL AIRPORT,MO,38.817,-92.215
USW00013988,KANSAS CITY DOWNTOWN AP,MO,39.128,-94.589
USC00238805,WELDON SPRING NWS,MO,38.699,-90.683
USW00013993,ST JOSEPH ROSECRANS MEMORIAL AP,MO,39.768,-94.91
USW00013995,SPRINGFIELD WSO AP,MO,37.24,-93.39
USC00240802,BILLINGS WATER TREATMENT PLANT,MT,45.772,-108.481
USW00014939,LINCOLN AIRPORT,NE,40.848,-96.765
USW00014942,OMAHA EPPLEY AIRFIELD,NE,41.312,-95.902
USW00023185,RENO AIRPORT,NV,39.508,-119.768
USW00023169,HARRY REID INTL AIRPORT,NV,36.072,-115.163
USW00013739,PHILADELPHIA INTL AP,PA,39.873,-75.227
USW00014734,NEWARK LIBERTY INTL AP,NJ,40.683,-74.169
USW00013893,MEMPHIS INTERNATIONAL AP,TN,35.056,-89.986
USC00406371,MURFREESBORO 5 N,TN,35.92,-86.373
USW00013897,NASHVILLE INTL AP,TN,36.111,-86.688
USW00013962,ABILENE REGIONAL AP,TX,32.411,-99.682
USW00023047,AMARILLO AP,TX,35.22,-101.717
USW00012960,HOUSTON INTERCONTINENTAL AP,TX,29.984,-95.361
USW00012919,BROWNSVILLE S PADRE ISLAND INTL AP,TX,25.915,-97.423
USW00003904,COLLEGE STATION EASTERWOOD FLD,TX,30.591,-96.363
USW00012924,CORPUS CHRISTI INTL AP,TX,27.773,-97.513
USC00412404,DENTON 2 SE,TX,33.199,-97.105
USW00023044,EL PASO INTL AP,TX,31.812,-106.377
USW00003927,DAL-FTW WSCMO AP,TX,32.897,-97.022
USW00013960,DALLAS FAA AP,TX,32.838,-96.836
USC00415060,LAREDO 2,TX,27.568,-99.498
USW00023042,LUBBOCK INTL AP,TX,33.666,-101.823
USW00012918,HOUSTON WILLIAM P HOBBY AP,TX,29.646,-95.282
USW00023034,SAN ANGELO MATHIS FIELD AP,TX,31.352,-100.495
USW00012921,SAN ANTONIO INTL AP,TX,29.544,-98.484
USC00418996,THOMPSONS 3 WSW,TX,29.482,-95.631
USW00013966,WICHITA FALLS MUNICIPAL AP,TX,33.979,-98.493
USC00422726,FARMINGTON 3 NW,UT,41.02,-111.933
USC00426869,PINEVIEW DAM,UT,41.258,-111.838
USC00426919,PLEASANT GROVE,UT,40.368,-111.734
USC00427516,ST. GEORGE,UT,37.119,-113.607
USW00024127,SALT LAKE CITY INTL ARPT,UT,40.771,-111.965
USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT,VA,38.847,-77.035
USW00013750,NORFOLK NAS,VA,36.937,-76.289
USW00024257,REDDING AP,CA,40.515,-122.298
USW00024215,MOUNT SHASTA,CA,41.315,-122.317
USC00186350,NATIONAL ARBORETUM DC,DC,38.913,-76.97
USW00012843,VERO BEACH INTL AP,FL,27.655,-80.414
USC00083874,HASTINGS 4NE,FL,29.765,-81.47
USC00129113,VINCENNES 5 NE,IN,38.739,-87.488
USC00126830,PERRYSVILLE 4 WNW,IN,40.074,-87.507
USW00003919,SALINA MUNICIPAL AP,KS,38.78,-97.644
USW00003889,JACKSON JULIAN CARROLL AP,KY,37.591,-83.314
USC00248809,W GLACIER,MT,48.5,-113.985
USW00094040,MCCOOK MUNICIPAL AP,NE,40.204,-100.59
USW00094765,LEBANON MUNICIPAL AP,NH,43.627,-72.305
USC00299820,WOLF CANYON,NM,35.948,-106.747
USC00304996,MALONE,NY,44.842,-74.306
USC00300343,AVON,NY,42.92,-77.756
USC00317618,SALISBURY 9 WNW,NC,35.697,-80.623
USC00367931,SELINSGROVE 2 S,PA,40.783,-76.862
USC00407184,PIKEVILLE,TN,35.598,-85.194
USC00404946,KNOXVILLE EXP STA,TN,35.898,-83.957
USC00414782,KERRVILLE 3 NNE,TX,30.074,-99.109
USC00414980,LAKE TAWAKONI,TX,32.852,-95.886
USC00420819,BOUNTIFUL BENCH,UT,40.891,-111.85
USC00427064,PROVO BYU,UT,40.246,-111.651
USC00447925,SOUTH BOSTON,VA,36.695,-78.881
USC00448170,STUART,VA,36.636,-80.254
USC00455840,NEWHALEM,WA,48.676,-121.242
USC00467018,PIKE ISLAND(LOCK AND DAM),WV,40.148,-80.701
USC00478376,SURING,WI,44.996,-88.379
USC00026471,PHANTOM RANCH,AZ,36.107,-112.095
USC00177479,SANFORD 2 NNW,ME,43.457,-70.78
USW00014764,PORTLAND JETPORT,ME,43.642,-70.304
USC00175675,NEWCASTLE,ME,44.044,-69.538
USC00170844,BRIDGTON 3 NW,ME,44.07,-70.747
USC00173046,GARDINER,ME,44.22,-69.789
USW00014605,AUGUSTA STATE AIRPORT,ME,44.316,-69.797
USC00170480,BELFAST,ME,44.395,-68.99
USC00179151,WATERVILLE TREATMENT PLT,ME,44.527,-69.654
USC00174183,JONESBORO,ME,44.645,-67.65
USC00172765,FARMINGTON,ME,44.689,-70.156
USW00014606,BANGOR INTERNATIONAL AIRPORT,ME,44.798,-68.819
USC00174927,MADISON,ME,44.798,-69.889
USC00171628,CORINNA,ME,44.92,-69.242
USC00177037,RANGELEY,ME,44.968,-70.642
USC00173261,GRAND LAKE STREAM,ME,45.178,-67.774
USC00174086,JACKMAN,ME,45.626,-70.246
USW00014610,MILLINOCKET MUNICIPAL AIRPORT,ME,45.648,-68.692
USC00170814,BRASSUA DAM,ME,45.66,-69.812
USW00014609,HOULTON AIRPORT,ME,46.118,-67.793
USC00170833,BRIDGEWATER,ME,46.428,-67.844
USC00176937,PRESQUE ISLE,ME,46.654,-68.009
USW00014607,CARIBOU WFO,ME,46.87,-68.017
USC00178965,VAN BUREN 2,ME,47.166,-67.94
USC00172878,FORT KENT,ME,47.239,-68.612
USC00192501,EDGARTOWN,MA,41.385,-70.518
USC00191386,CHATHAM,MA,41.657,-69.959
USC00193821,HYANNIS,MA,41.665,-70.304
USC00192451,EAST WAREHAM,MA,41.765,-70.67
USC00196486,PLYMOUTH-KINGSTON,MA,41.982,-70.696
USC00198757,WALPOLE 2,MA,42.161,-71.246
USC00193624,HINGHAM,MA,42.227,-70.912
USC00196783,READING,MA,42.524,-71.125
USC00193505,HAVERHILL,MA,42.759,-71.06
USC00273626,GREENLAND,NH,43.021,-70.826
USC00272800,EPPING,NH,43.03,-71.083
USC00272174,DURHAM,NH,43.142,-70.95
USW00014745,CONCORD ASOS,NH,43.205,-71.503
USC00275995,NORTH CONWAY,NH,44.056,-71.13
USC00276818,PINKHAM NOTCH,NH,44.258,-71.252
USW00014755,MOUNT WASHINGTON,NH,44.27,-71.303
USC00270690,BERLIN,NH,44.453,-71.186
USC00274556,LANCASTER,NH,44.496,-71.577
USC00276234,NORTH STRATFORD,NH,44.682,-71.586
USC00271647,COLEBROOK 3SW,NH,44.861,-71.539
USC00272999,FIRST CONNECTICUT LAKE,NH,45.09,-71.291
USC00374266,KINGSTON,RI,41.49,-71.543
USC00190860,BROCKTON,MA,42.048,-71.008
USC00194105,LAWRENCE,MA,42.699,-71.166
USC00194744,MIDDLETON,MA,42.593,-71.019
USC00196938,ROCHESTER,MA,41.785,-70.918
USC00193890,JAMAICA PLAIN,MA,42.303,-71.124
USC00190736,BLUE HILL COOP,MA,42.212,-71.114
USW00014739,BOSTON,MA,42.361,-71.01
USW00014765,PROVIDENCE,RI,41.723,-71.432
USC00275211,MASSABESIC LAKE,NH,42.989,-71.393
USC00275712,NASHUA 2 NNW,NH,42.791,-71.474
USC00274480,LAKEPORT 2,NH,43.549,-71.465
